name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
11355,2022-06-17,32.8,20.6,26,31.7,20.6,26,15.9,57.8,0,0,0,,0,0,53.2,33,260.7,1006.4,62.8,15.7,265.3,23,8,75,2022-06-17T05:23:36,2022-06-17T20:29:03,0.61,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-06-18,25.3,16.1,20,25.3,16.1,20,8.3,47.1,0,0,0,,0,0,64,38.2,314.9,1006.1,60.9,16,219.3,19,8,10,2022-06-18T05:23:43,2022-06-18T20:29:21,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-06-19,22.9,13.2,18,22.9,13.2,18,3.5,40,0,0,0,,0,0,55.1,34.5,324.7,1013.6,41,16,320.5,27.6,9,10,2022-06-19T05:23:51,2022-06-19T20:29:38,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-06-20,26.2,16.1,20.9,26.2,16.1,20.9,5.6,38.1,0,0,0,,0,0,37.1,23.1,305.5,1019.1,53.9,16,306.8,26.6,9,10,2022-06-20T05:24:02,2022-06-20T20:29:52,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-06-21,24.8,17.8,21.3,24.8,17.8,21.3,11.1,53.9,1.038,100,20.83,rain,0,0,18.4,16,62,1019.5,82.1,15.6,174.5,15.3,5,10,2022-06-21T05:24:14,2022-06-21T20:30:05,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-06-22,19.3,17.3,18.5,19.3,17.3,18.5,15.2,81.6,2.809,100,33.33,rain,0,0,38.9,24.5,127.2,1017,99.8,14.8,39.8,3.3,1,10,2022-06-22T05:24:28,2022-06-22T20:30:16,0.78,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-06-23,22.8,16.1,19.7,22.8,16.1,19.7,14.9,74.5,0.862,100,8.33,rain,0,0,31.7,21.1,95.9,1015,86.4,15.6,191.4,16.6,6,10,2022-06-23T05:24:43,2022-06-23T20:30:25,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-06-24,27,17.4,21.8,27.4,17.4,21.9,16.1,71.4,0,0,0,,0,0,37.1,25.4,174.5,1016.2,57.4,15.4,233.8,20.3,8,10,2022-06-24T05:25:01,2022-06-24T20:30:32,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-06-25,31.7,20.9,26,30.7,20.9,25.9,16,56.6,0,0,0,,0,0,24.5,22.4,206.1,1018.4,29,16,309,26.6,9,30,2022-06-25T05:25:20,2022-06-25T20:30:37,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-06-26,31.3,22.1,26.3,31,22.1,26.3,16.2,55.6,0,0,0,,0,0,55.4,25.4,194.7,1018.1,35.1,16,298.8,25.7,9,30,2022-06-26T05:25:41,2022-06-26T20:30:40,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-06-27,25,22.2,23.4,25,22.2,23.4,18.5,74.1,10.878,100,37.5,rain,0,0,45,21.6,215.4,1014.3,90.3,14.8,63.5,5.3,2,30,2022-06-27T05:26:04,2022-06-27T20:30:41,0.95,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-06-28,25.3,19.6,22.1,25.3,19.6,22.1,11,50.3,0,0,0,,0,0,31.7,16,4.7,1019.9,68,16,265,22.7,9,10,2022-06-28T05:26:28,2022-06-28T20:30:41,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-06-29,28.8,18.7,23.6,27.8,18.7,23.5,13.3,54.7,0,0,0,,0,0,38.9,27.9,197.6,1022.4,46.5,16,311.3,26.8,9,10,2022-06-29T05:26:54,2022-06-29T20:30:38,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-06-30,30.1,21.4,25.4,29.1,21.4,25.2,14.1,51.4,0,0,0,,0,0,35.3,19.1,251.1,1021.2,34.5,16,305.9,26.2,9,10,2022-06-30T05:27:22,2022-06-30T20:30:33,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-01,32.3,23.3,27.7,33.8,23.3,28.6,18.6,58.2,0,0,0,,0,0,44.6,23.9,211.5,1016.6,46.7,15.6,252.5,21.6,8,100,2022-07-01T05:27:51,2022-07-01T20:30:26,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-02,30.8,25.2,27.8,31.9,25.2,28.7,19.3,60.6,0,0,0,,0,0,39.2,23.7,217.3,1012.4,80.3,15.9,192.8,16.5,9,75,2022-07-02T05:28:21,2022-07-02T20:30:17,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-03,30.5,24,26.5,28.8,24,26.1,13.5,47.5,0,0,0,,0,0,29.5,20.9,342.5,1015.5,58.1,16,247.2,21.5,9,30,2022-07-03T05:28:53,2022-07-03T20:30:06,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-04,29.6,19.6,25.1,28.1,19.6,24.7,8.7,36.3,0,0,0,,0,0,25.9,20,333,1019.9,40,15.9,304.7,26.1,9,10,2022-07-04T05:29:27,2022-07-04T20:29:53,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-05,30,22.8,24.9,29.3,22.8,24.9,15,55.9,1.794,100,12.5,rain,0,0,51.8,30.3,192,1015.9,78.1,15.3,174.3,15.2,8,10,2022-07-05T05:30:01,2022-07-05T20:29:38,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-06,29.2,23.2,26.4,29.2,23.2,26.6,17.9,61.5,0,0,0,,0,0,39.2,25.4,296.3,1010.2,81.1,15.8,214.6,18.5,6,10,2022-07-06T05:30:38,2022-07-06T20:29:21,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-07,26.9,21.6,23.9,27.5,21.6,24,16.4,63.4,0,0,0,,0,0,37.1,21.1,74.5,1015.3,80.8,16,229.5,20,8,10,2022-07-07T05:31:15,2022-07-07T20:29:02,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-08,28,19.8,23.2,28.8,19.8,23.3,17.9,73.4,7.006,100,16.67,rain,0,0,27,19.4,160.6,1015.5,77.3,15.2,158.4,13.6,7,10,2022-07-08T05:31:54,2022-07-08T20:28:41,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-09,28.3,22.4,24.9,27.9,22.4,24.8,15.2,56.6,0.056,100,4.17,rain,0,0,37.1,18.8,70.3,1016.3,79.5,15.9,252.6,21.6,9,10,2022-07-09T05:32:34,2022-07-09T20:28:18,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-10,27,19.8,23,26.6,19.8,23,11.9,50.8,0,0,0,,0,0,27.7,21.4,85.2,1017.6,51.2,16,275.5,23.9,9,10,2022-07-10T05:33:15,2022-07-10T20:27:53,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-11,28.1,20,23.8,27.7,20,23.8,13.6,54,0,0,0,,0,0,47.9,28,196.8,1013.8,24.3,15.9,300.5,25.9,9,10,2022-07-11T05:33:57,2022-07-11T20:27:26,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-12,30.8,21.4,26.4,33,21.4,27.3,18,60.5,0,0,0,,0,0,50,27.1,201.6,1008,40.7,16,272,23.5,8,60,2022-07-12T05:34:40,2022-07-12T20:26:57,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-13,32.1,24.2,28,31.3,24.2,28,16.4,51.3,0,0,0,,0,0,33.5,21.3,234,1010.7,61,16,281.8,24.3,9,30,2022-07-13T05:35:25,2022-07-13T20:26:25,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-14,32.2,22.3,26.8,31.7,22.3,26.7,16.6,55.7,0,0,0,,0,0,21.2,16.9,8.2,1014.1,73.4,16,267.4,23,9,30,2022-07-14T05:36:10,2022-07-14T20:25:52,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-15,28.9,22.4,25.5,28.3,22.4,25.4,14.3,50.6,0,0,0,,0,0,35.3,18.2,84.6,1019.8,69.6,16,251.7,21.7,8,30,2022-07-15T05:36:57,2022-07-15T20:25:18,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-16,28.3,22.1,24.3,29.4,22.1,24.4,19.1,73.3,13.117,100,16.67,rain,0,0,57.7,21.7,102.6,1018.9,83.3,15.7,164.7,14.3,9,60,2022-07-16T05:37:44,2022-07-16T20:24:41,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-17,28.5,23.1,25.7,29.7,23.1,26.1,19.3,68.3,0.141,100,8.33,rain,0,0,28.4,20.9,184.5,1016.3,86.3,16,154,13.2,6,60,2022-07-17T05:38:32,2022-07-17T20:24:02,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-18,28.9,23.2,25.9,31.9,23.2,26.5,22,79.4,12.629,100,41.67,rain,0,0,66.6,24.8,153.7,1011.9,85.5,14.2,107.4,9.3,5,75,2022-07-18T05:39:21,2022-07-18T20:23:21,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2022-07-19,33.3,24,28.7,33.6,24,28.9,17.9,54.3,0,0,0,,0,0,46.5,24.8,260.8,1007.8,54.9,16,292.4,25,8,30,2022-07-19T05:40:11,2022-07-19T20:22:39,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-20,34.7,26.4,30.6,36.7,26.4,31.9,18.7,49.6,0,0,0,,0,0,42.5,23.2,225.8,1007.3,33,16,250.3,21.7,8,60,2022-07-20T05:41:02,2022-07-20T20:21:54,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-21,34.7,25.2,29.6,37.9,25.2,31.6,20.6,59.8,5.584,100,8.33,rain,0,0,37.1,26.4,203.7,1004.7,47,15.4,223.8,19.3,8,75,2022-07-21T05:41:53,2022-07-21T20:21:08,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-22,34.3,26.6,29.9,33.9,26.6,30.4,17.2,47.8,2.799,100,4.17,rain,0,0,41.4,27.6,256.9,1010.5,40.8,16,264.2,22.8,8,30,2022-07-22T05:42:45,2022-07-22T20:20:20,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-23,35.3,26.3,30.1,34.4,26.3,30.7,17.4,48.3,0,0,0,,0,0,29.2,26.7,231,1015.2,35.7,16,289.4,25,8,30,2022-07-23T05:43:38,2022-07-23T20:19:30,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-24,35.3,27.3,30.9,35.4,28.6,31.9,18.2,48.2,0,0,0,,0,0,50,28.1,213.9,1015,65.3,16,264.9,22.7,8,100,2022-07-24T05:44:31,2022-07-24T20:18:39,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-25,30.7,25.6,28.6,34,25.6,31.4,22,67.6,12.259,100,12.5,rain,0,0,60.8,23.3,208.2,1011.4,79.7,15.8,105.7,8.9,3,75,2022-07-25T05:45:25,2022-07-25T20:17:46,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-26,27.3,22.2,25.1,29.3,22.2,25.2,14.4,52.8,0,0,0,,0,0,35.6,18.9,290.3,1014.9,70.2,16,170.2,14.5,5,60,2022-07-26T05:46:19,2022-07-26T20:16:51,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-27,29.4,21.1,25.2,29.1,21.1,25.1,15.2,55.2,0,0,0,,0,0,35.3,20,141.2,1013.6,63.1,16,250,21.6,8,10,2022-07-27T05:47:14,2022-07-27T20:15:54,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-28,30,23.7,27,33.2,23.7,28.5,21.2,71.4,1.957,100,8.33,rain,0,0,35.3,25.7,190.9,1010.2,79.2,15.8,205.9,17.8,6,60,2022-07-28T05:48:10,2022-07-28T20:14:56,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-29,29.9,24.3,27.3,31,24.3,27.6,18.3,59,0.73,100,8.33,rain,0,0,29.5,19.5,261.8,1011.9,73.4,15.9,121.3,10.5,5,10,2022-07-29T05:49:05,2022-07-29T20:13:56,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-30,30.9,23.9,27.1,29.7,23.9,26.7,14.6,48.6,0,0,0,,0,0,42.5,23.5,317.6,1015.9,63.3,16,257.7,22.3,8,10,2022-07-30T05:50:02,2022-07-30T20:12:54,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-07-31,29.8,21.9,25.8,29.1,21.9,25.7,15.1,52.6,0,0,0,,0,0,31.7,20,135.9,1020.6,57.8,16,241,20.8,8,10,2022-07-31T05:50:58,2022-07-31T20:11:51,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2022-08-01,25.5,20.6,22.5,25.5,20.6,22.5,18.8,80,9.829,100,37.5,rain,0,0,31.7,14.4,325,1014.5,90.3,13,53.1,4.6,2,10,2022-08-01T05:51:55,2022-08-01T20:10:47,0.14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-02,32.6,22,27.2,33.8,22,27.8,19,63.6,0,0,0,,0,0,29.5,20.8,235,1009.6,66.2,16,252,21.7,8,75,2022-08-02T05:52:52,2022-08-02T20:09:41,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-03,32.3,23.2,27.1,31.5,23.2,27.2,17.2,56.4,0,0,0,,0,0,33.8,22.7,164,1014.6,24.1,16,277.8,23.8,8,60,2022-08-03T05:53:50,2022-08-03T20:08:33,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2022-08-04,33.5,25.3,28.9,35.7,25.3,30.2,19.6,58.2,0,0,0,rain,0,1.1,44.6,27.5,192.3,1016.8,37.9,16,266.8,23,8,60,2022-08-04T05:54:47,2022-08-04T20:07:24,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2022-08-05,32.7,26.4,28.7,33.9,26.4,30,19.2,56.8,0,0,0,rain,0,4,33.5,24.2,220.3,1019.6,75.9,16,175.3,15.3,7,60,2022-08-05T05:55:45,2022-08-05T20:06:14,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2022-08-06,33.1,25.5,29,34.9,25.5,30.5,19.9,58.4,0,0,0,,0,0.3,35.3,23.5,206.9,1021.9,60.4,16,268.6,23.3,8,60,2022-08-06T05:56:43,2022-08-06T20:05:02,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2022-08-07,32.5,26.8,29.2,35.5,29,31.8,21.6,64.4,10.891,100,12.5,rain,0,0,53.6,26.5,212.4,1020.3,69.2,15.7,175.4,15.2,6,75,2022-08-07T05:57:42,2022-08-07T20:03:49,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-08,33.4,26.3,29.5,37.3,26.3,32.1,21.7,63.5,0,0,0,,0,0,50,28.2,209,1015.4,54.4,16,213.7,18.5,8,60,2022-08-08T05:58:40,2022-08-08T20:02:34,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-09,35,27.4,30.6,37.7,30.3,33.8,21.9,61.3,1.099,100,8.33,rain,0,0,60.8,23.3,245.5,1012.5,67.3,15.7,233.5,20,8,100,2022-08-09T05:59:39,2022-08-09T20:01:19,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-10,29.4,24.3,26.8,31.6,24.3,27.4,18.1,59.5,0,0,0,,0,0,25.9,16.9,54.3,1016,81.1,16,172.6,14.8,7,30,2022-08-10T06:00:37,2022-08-10T20:00:02,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-11,31.5,23.2,26.4,30.3,23.2,26.3,18.3,64.4,4.292,100,12.5,rain,0,0,31.7,19.6,67.4,1012.2,78.4,15,195.7,16.7,7,60,2022-08-11T06:01:36,2022-08-11T19:58:43,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-12,28.8,22.2,25.4,27.5,22.2,25.1,10.5,41,0,0,0,,0,0,46.1,23.2,14,1014.8,69.8,16,263.4,22.9,8,10,2022-08-12T06:02:35,2022-08-12T19:57:24,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-13,26.3,18.9,22.7,26.3,18.9,22.7,8.8,41.7,0,0,0,,0,0,37.1,19.4,12.2,1018.3,42.9,16,253.3,21.8,9,10,2022-08-13T06:03:34,2022-08-13T19:56:03,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-14,27.5,20.3,23.6,27,20.3,23.6,10.8,45.3,0,0,0,,0,0,37.1,27.5,180.8,1017.5,42.7,16,232.9,20.2,9,10,2022-08-14T06:04:33,2022-08-14T19:54:42,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-15,27.7,21,24,27.2,21,24,12.7,50,0,0,0,,0,0,27.7,19.2,135.6,1015.6,58.2,16,242.8,20.9,7,10,2022-08-15T06:05:32,2022-08-15T19:53:19,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-16,28.1,19.5,23.4,27.4,19.5,23.3,13.7,56.2,0,0,0,,0,0,35.3,25.4,63.4,1015.9,63.9,16,260.4,22.7,8,30,2022-08-16T06:06:31,2022-08-16T19:51:55,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-17,26.8,20,23.1,26.9,20,23.1,13.2,54.8,7.145,100,12.5,rain,0,0,28.5,23.4,20.6,1015.3,80.3,15.7,135.7,11.7,7,10,2022-08-17T06:07:30,2022-08-17T19:50:30,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-18,30.1,19.4,24,28.8,19.4,23.8,13.7,55.2,0,0,0,,0,0,31.7,21.3,284.2,1012.5,45.8,16,229.3,19.7,8,30,2022-08-18T06:08:29,2022-08-18T19:49:05,0.72,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-19,31.3,22.4,26.3,30.5,22.4,26.1,14.3,48.9,0,0,0,,0,0,42.5,26.6,205.9,1017.1,39.4,16,253.1,21.9,8,30,2022-08-19T06:09:29,2022-08-19T19:47:38,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-20,31.8,24.6,27.3,32,24.6,27.4,17.2,54.9,0,0,0,,0,0,35.3,23.8,185,1020.4,71.9,16,208.8,18,8,30,2022-08-20T06:10:28,2022-08-20T19:46:10,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-21,27.6,22.7,24.9,28.7,22.7,25.1,19,70.4,0,0,0,,0,0,31.7,18.2,152.9,1019.4,68.1,15.7,148.5,12.8,5,60,2022-08-21T06:11:27,2022-08-21T19:44:41,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-22,26.2,22.8,24.2,26.2,22.8,24.2,20.5,80.5,4.589,100,16.67,rain,0,0,31.7,19.5,99.8,1013,93,15.5,97.1,8.4,6,60,2022-08-22T06:12:26,2022-08-22T19:43:12,0.85,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2022-08-23,29.7,22.6,25.9,30.8,22.6,26.2,19.4,70.1,0.066,100,4.17,rain,0,0,38.9,23.4,269.5,1009.4,71.1,15,188.1,16.2,8,100,2022-08-23T06:13:25,2022-08-23T19:41:41,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-24,31.8,22.9,27,30.7,22.9,26.8,15.6,51.7,0,0,0,,0,0,25.2,19.4,274,1013.6,32.8,16,231.2,20.1,8,60,2022-08-24T06:14:24,2022-08-24T19:40:10,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2022-08-25,31.8,23.5,27.6,30.6,23.5,27.3,14.8,47.1,0,0,0,,0,0,30.6,23.9,222.6,1016.3,38.6,16,227.3,19.7,8,10,2022-08-25T06:15:23,2022-08-25T19:38:38,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
11355,2022-08-26,30.4,24.9,27.2,33,24.9,28.3,19.3,62.6,6.019,100,16.67,rain,0,0,57.4,24.9,186.1,1013.3,69,15.6,169.5,14.5,9,100,2022-08-26T06:16:22,2022-08-26T19:37:06,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2022-08-27,30.6,24.2,27.1,30.3,24.2,27.4,17.7,57.6,0,0,0,,0,0,31.7,15.6,66.4,1015,63.6,16,216.9,18.6,8,60,2022-08-27T06:17:21,2022-08-27T19:35:32,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,0826W,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
11355,2022-08-28,26.5,22.9,24.3,26.5,22.9,24.3,19.2,73.8,0,0,0,,0,0,35.3,20.2,79.6,1020.5,83.2,15.9,118.1,10.2,4,60,2022-08-28T06:18:19,2022-08-28T19:33:58,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,0826W,F7223,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
